"","ProjectName","PlotID","LineID","Meter.Mark","AIM.Species.Woody","AIM.Height.Woody","AIM.Species.Herbaceous","AIM.Height.Herbaceous","AIM.Herbaceous.Habit","AIM.Herbaceous.Duration","HAF.Species.Woody","HAF.Height.Woody","HAF.Species.PF","HAF.Height.PF","HAF.Species.PG","HAF.Height.PG","HAF.Height.Herbaceous","AIM.Height.PG","AIM.Height.PF"
"3851","Burley FO 2016","BigWD-022","2",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3852","Burley FO 2016","BigWD-022","2",12,"",NA,"",NA,NA,NA,"N",NA,"ALDE",10,"N",NA,10,NA,NA
"3853","Burley FO 2016","BigWD-022","2",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",59,59,NA,NA
"3854","Burley FO 2016","BigWD-022","2",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",24,24,NA,NA
"3855","Burley FO 2016","BigWD-022","2",15,"",NA,"PASM",17,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,17,NA
"3856","Burley FO 2016","BigWD-022","2",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3857","Burley FO 2016","BigWD-022","2",17,"",NA,"",NA,NA,NA,"N",NA,"PF18",17,"N",NA,17,NA,NA
"3858","Burley FO 2016","BigWD-022","2",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"PASM",14,14,NA,NA
"3859","Burley FO 2016","BigWD-022","2",19,"",NA,"",NA,NA,NA,"N",NA,"ALDE",4,"AGCR",73,73,NA,NA
"3860","Burley FO 2016","BigWD-022","2",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",21,21,NA,NA
"3861","Burley FO 2016","BigWD-022","2",20,"",NA,"AGCR",53,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,53,NA
"3862","Burley FO 2016","BigWD-022","2",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",10,10,NA,NA
"3863","Burley FO 2016","BigWD-022","2",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",57,57,NA,NA
"3864","Burley FO 2016","BigWD-022","2",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",34,34,NA,NA
"3865","Burley FO 2016","BigWD-022","2",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3866","Burley FO 2016","BigWD-022","2",25,"PPSH",60,"AGCR",62,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,62,NA
"3867","Burley FO 2016","BigWD-022","2",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3868","Burley FO 2016","BigWD-022","2",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",15,15,NA,NA
"3869","Burley FO 2016","BigWD-022","2",5,"",NA,"AGCR",52,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",43,43,52,NA
"3870","Burley FO 2016","BigWD-022","2",6,"",NA,"",NA,NA,NA,"N",NA,"ALDE",5,"AGCR",8,8,NA,NA
"3871","Burley FO 2016","BigWD-022","2",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",9,9,NA,NA
"3872","Burley FO 2016","BigWD-022","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3873","Burley FO 2016","BigWD-022","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",34,34,NA,NA
"3874","Burley FO 2016","BigWD-022","3",1,"",NA,"",NA,NA,NA,NA,0,NA,1,NA,13,13,NA,NA
"3875","Burley FO 2016","BigWD-022","3",10,"",NA,"AGCR",36,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",23,23,36,NA
"3876","Burley FO 2016","BigWD-022","3",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3877","Burley FO 2016","BigWD-022","3",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3878","Burley FO 2016","BigWD-022","3",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3879","Burley FO 2016","BigWD-022","3",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",14,14,NA,NA
"3880","Burley FO 2016","BigWD-022","3",15,"PPSH",43,"AGCR",60,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,60,NA
"3881","Burley FO 2016","BigWD-022","3",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",54,54,NA,NA
"3882","Burley FO 2016","BigWD-022","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",47,47,NA,NA
"3883","Burley FO 2016","BigWD-022","3",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3884","Burley FO 2016","BigWD-022","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3885","Burley FO 2016","BigWD-022","3",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",16,16,NA,NA
"3886","Burley FO 2016","BigWD-022","3",20,"",NA,"AGCR",36,"Graminoid","Perennial","N",NA,"ALDE",5,"N",7,7,36,NA
"3887","Burley FO 2016","BigWD-022","3",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3888","Burley FO 2016","BigWD-022","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",7,7,NA,NA
"3889","Burley FO 2016","BigWD-022","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",8,8,NA,NA
"3890","Burley FO 2016","BigWD-022","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3891","Burley FO 2016","BigWD-022","3",25,"",NA,"BRTE",13,"Graminoid","Annual","N",NA,"N",NA,"AGCR",25,25,NA,NA
"3892","Burley FO 2016","BigWD-022","3",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3893","Burley FO 2016","BigWD-022","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3894","Burley FO 2016","BigWD-022","3",5,"",NA,"AGCR",46,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,46,NA
"3895","Burley FO 2016","BigWD-022","3",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",56,56,NA,NA
"3896","Burley FO 2016","BigWD-022","3",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3897","Burley FO 2016","BigWD-022","3",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",21,21,NA,NA
"3898","Burley FO 2016","BigWD-022","3",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",55,55,NA,NA
"3899","Burley FO 2016","BigWD-023","1",1,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3900","Burley FO 2016","BigWD-023","1",10,"",NA,"AGCR",19,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",27,27,19,NA
"3901","Burley FO 2016","BigWD-023","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",27,27,NA,NA
"3902","Burley FO 2016","BigWD-023","1",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3903","Burley FO 2016","BigWD-023","1",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3904","Burley FO 2016","BigWD-023","1",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3905","Burley FO 2016","BigWD-023","1",15,"",NA,"POSE",30,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,30,NA
"3906","Burley FO 2016","BigWD-023","1",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",27,27,NA,NA
"3907","Burley FO 2016","BigWD-023","1",17,"",NA,"",NA,NA,NA,"ARTRW8",25,"N",NA,"AGCR",31,31,NA,NA
"3908","Burley FO 2016","BigWD-023","1",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",23.5,23.5,NA,NA
"3909","Burley FO 2016","BigWD-023","1",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",30,30,NA,NA
"3910","Burley FO 2016","BigWD-023","1",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",23,23,NA,NA
"3911","Burley FO 2016","BigWD-023","1",20,"",NA,"POSE",28,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",28,28,28,NA
"3912","Burley FO 2016","BigWD-023","1",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3913","Burley FO 2016","BigWD-023","1",22,"",NA,"",NA,NA,NA,"CHVI8",30,"N",NA,"AGCR",31,31,NA,NA
"3914","Burley FO 2016","BigWD-023","1",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3915","Burley FO 2016","BigWD-023","1",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",30,30,NA,NA
"3916","Burley FO 2016","BigWD-023","1",25,"ARTRW8",49,"AGCR",52,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,52,NA
"3917","Burley FO 2016","BigWD-023","1",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3918","Burley FO 2016","BigWD-023","1",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",14,14,NA,NA
"3919","Burley FO 2016","BigWD-023","1",5,"CHVI8",25,"AGCR",29,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",26,26,29,NA
"3920","Burley FO 2016","BigWD-023","1",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",20,20,NA,NA
"3921","Burley FO 2016","BigWD-023","1",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3922","Burley FO 2016","BigWD-023","1",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",27,27,NA,NA
"3923","Burley FO 2016","BigWD-023","1",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",38,38,NA,NA
"3924","Burley FO 2016","BigWD-023","2",1,"",NA,"",NA,NA,NA,NA,1,NA,1,NA,10,10,NA,NA
"3925","Burley FO 2016","BigWD-023","2",10,"",NA,"POSE",31,"Graminoid","Perennial","N",NA,"N",NA,"POSE",33.5,33.5,31,NA
"3926","Burley FO 2016","BigWD-023","2",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3927","Burley FO 2016","BigWD-023","2",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",32,32,NA,NA
"3928","Burley FO 2016","BigWD-023","2",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3929","Burley FO 2016","BigWD-023","2",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3930","Burley FO 2016","BigWD-023","2",15,"",NA,"AGCR",20,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",15,15,20,NA
"3931","Burley FO 2016","BigWD-023","2",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",27,27,NA,NA
"3932","Burley FO 2016","BigWD-023","2",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3933","Burley FO 2016","BigWD-023","2",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3934","Burley FO 2016","BigWD-023","2",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",23,23,NA,NA
"3935","Burley FO 2016","BigWD-023","2",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",40,40,NA,NA
"3936","Burley FO 2016","BigWD-023","2",20,"",NA,"AGCR",27,"Graminoid","Perennial","N",NA,"N",NA,"AGCR",21,21,27,NA
"3937","Burley FO 2016","BigWD-023","2",21,"",NA,"",NA,NA,NA,"ARTRW8",52,"N",NA,"AGCR",49.5,49.5,NA,NA
"3938","Burley FO 2016","BigWD-023","2",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3939","Burley FO 2016","BigWD-023","2",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3940","Burley FO 2016","BigWD-023","2",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3941","Burley FO 2016","BigWD-023","2",25,"",NA,"AGCR",27,"Graminoid","Perennial","N",NA,"PHLO2",3.5,"N",NA,3.5,27,NA
"3942","Burley FO 2016","BigWD-023","2",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3943","Burley FO 2016","BigWD-023","2",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3944","Burley FO 2016","BigWD-023","2",5,"",NA,"AGCR",27,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,27,NA
"3945","Burley FO 2016","BigWD-023","2",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3946","Burley FO 2016","BigWD-023","2",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",22.5,22.5,NA,NA
"3947","Burley FO 2016","BigWD-023","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3948","Burley FO 2016","BigWD-023","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",9,9,NA,NA
"3949","Burley FO 2016","BigWD-023","3",1,"",NA,"",NA,NA,NA,NA,0,NA,1,NA,9,9,NA,NA
"3950","Burley FO 2016","BigWD-023","3",10,"",NA,"AGCR",21,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,21,NA
"3951","Burley FO 2016","BigWD-023","3",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3952","Burley FO 2016","BigWD-023","3",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",22,22,NA,NA
"3953","Burley FO 2016","BigWD-023","3",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",16,16,NA,NA
"3954","Burley FO 2016","BigWD-023","3",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",39,39,NA,NA
"3955","Burley FO 2016","BigWD-023","3",15,"",NA,"POSE",29,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,29,NA
"3956","Burley FO 2016","BigWD-023","3",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3957","Burley FO 2016","BigWD-023","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3958","Burley FO 2016","BigWD-023","3",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",24,24,NA,NA
"3959","Burley FO 2016","BigWD-023","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3960","Burley FO 2016","BigWD-023","3",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3961","Burley FO 2016","BigWD-023","3",20,"",NA,"POSE",40,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,40,NA
"3962","Burley FO 2016","BigWD-023","3",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",26,26,NA,NA
"3963","Burley FO 2016","BigWD-023","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3964","Burley FO 2016","BigWD-023","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3965","Burley FO 2016","BigWD-023","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",24,24,NA,NA
"3966","Burley FO 2016","BigWD-023","3",25,"",NA,"AGCR",26,"Graminoid","Perennial","N",NA,"ALDE",10,"POSE",3.5,10,26,NA
"3967","Burley FO 2016","BigWD-023","3",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3968","Burley FO 2016","BigWD-023","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",23,23,NA,NA
"3969","Burley FO 2016","BigWD-023","3",5,"",NA,"AGCR",22,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,22,NA
"3970","Burley FO 2016","BigWD-023","3",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3971","Burley FO 2016","BigWD-023","3",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"AGCR",17,17,NA,NA
"3972","Burley FO 2016","BigWD-023","3",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3973","Burley FO 2016","BigWD-023","3",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3974","Burley FO 2016","BigWD-024","1",1,"",NA,"",NA,NA,NA,NA,7,NA,1,NA,8,8,NA,NA
"3975","Burley FO 2016","BigWD-024","1",10,"ARTRW8",51,"POSE",39,"Graminoid","Perennial","N",NA,"N",NA,"POSE",42,42,39,NA
"3976","Burley FO 2016","BigWD-024","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3977","Burley FO 2016","BigWD-024","1",12,"",NA,"",NA,NA,NA,"ARTRT",80,"N",NA,"N",NA,NA,NA,NA
"3978","Burley FO 2016","BigWD-024","1",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3979","Burley FO 2016","BigWD-024","1",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3980","Burley FO 2016","BigWD-024","1",15,"ARTRW8",49,"BRTE",16,"Graminoid","Annual","N",NA,"N",NA,"POSE",43,43,NA,NA
"3981","Burley FO 2016","BigWD-024","1",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",31,31,NA,NA
"3982","Burley FO 2016","BigWD-024","1",17,"",NA,"",NA,NA,NA,"ARTRT",98,"N",NA,"N",NA,NA,NA,NA
"3983","Burley FO 2016","BigWD-024","1",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3984","Burley FO 2016","BigWD-024","1",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",15,15,NA,NA
"3985","Burley FO 2016","BigWD-024","1",2,"",NA,"",NA,NA,NA,"N",NA,"CISU",15,"N",NA,15,NA,NA
"3986","Burley FO 2016","BigWD-024","1",20,"ARTRW8",58,"POSE",38,"Graminoid","Perennial","ARTRT",58,"N",NA,"N",NA,NA,38,NA
"3987","Burley FO 2016","BigWD-024","1",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3988","Burley FO 2016","BigWD-024","1",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",36,36,NA,NA
"3989","Burley FO 2016","BigWD-024","1",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",51,51,NA,NA
"3990","Burley FO 2016","BigWD-024","1",24,"",NA,"",NA,NA,NA,"ARTRT",98,"N",NA,"N",NA,NA,NA,NA
"3991","Burley FO 2016","BigWD-024","1",25,"",NA,"POSE",48,"Graminoid","Perennial","ARTRT",63,"N",NA,"N",NA,NA,48,NA
"3992","Burley FO 2016","BigWD-024","1",3,"",NA,"",NA,NA,NA,"ARTRT",37,"N",NA,"POSE",32,32,NA,NA
"3993","Burley FO 2016","BigWD-024","1",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3994","Burley FO 2016","BigWD-024","1",5,"ARTRT",43,"POSE",31,"Graminoid","Perennial","N",NA,"N",NA,"POSE",40,40,31,NA
"3995","Burley FO 2016","BigWD-024","1",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3996","Burley FO 2016","BigWD-024","1",7,"",NA,"",NA,NA,NA,"ARTRT",52,"N",NA,"N",NA,NA,NA,NA
"3997","Burley FO 2016","BigWD-024","1",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3998","Burley FO 2016","BigWD-024","1",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"3999","Burley FO 2016","BigWD-024","2",1,"",NA,"",NA,NA,NA,NA,4,NA,1,NA,5,5,NA,NA
"4000","Burley FO 2016","BigWD-024","2",10,"ARTRW8",47,"POSE",19,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,19,NA
"4001","Burley FO 2016","BigWD-024","2",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4002","Burley FO 2016","BigWD-024","2",12,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4003","Burley FO 2016","BigWD-024","2",13,"",NA,"",NA,NA,NA,"ARTRT",75,"N",NA,"N",NA,NA,NA,NA
"4004","Burley FO 2016","BigWD-024","2",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4005","Burley FO 2016","BigWD-024","2",15,"ARTRT",5,"POSE",45,"Graminoid","Perennial","ARTRT",75,"N",NA,"N",NA,NA,45,NA
"4006","Burley FO 2016","BigWD-024","2",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4007","Burley FO 2016","BigWD-024","2",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",28,28,NA,NA
"4008","Burley FO 2016","BigWD-024","2",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4009","Burley FO 2016","BigWD-024","2",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4010","Burley FO 2016","BigWD-024","2",2,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4011","Burley FO 2016","BigWD-024","2",20,"",NA,"POSE",43,"Graminoid","Perennial","N",NA,"ASTRAPF",16,"N",NA,16,43,NA
"4012","Burley FO 2016","BigWD-024","2",21,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",42,42,NA,NA
"4013","Burley FO 2016","BigWD-024","2",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4014","Burley FO 2016","BigWD-024","2",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",27,27,NA,NA
"4015","Burley FO 2016","BigWD-024","2",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4016","Burley FO 2016","BigWD-024","2",25,"",NA,"ELEL5",20,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,20,NA
"4017","Burley FO 2016","BigWD-024","2",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4018","Burley FO 2016","BigWD-024","2",4,"",NA,"",NA,NA,NA,"ARTRT",38,"N",NA,"N",NA,NA,NA,NA
"4019","Burley FO 2016","BigWD-024","2",5,"ARTRT",42,"POSE",46,"Graminoid","Perennial","N",NA,"N",NA,"N",NA,NA,46,NA
"4020","Burley FO 2016","BigWD-024","2",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",35,35,NA,NA
"4021","Burley FO 2016","BigWD-024","2",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4022","Burley FO 2016","BigWD-024","2",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",17,17,NA,NA
"4023","Burley FO 2016","BigWD-024","2",9,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4024","Burley FO 2016","BigWD-024","3",10,"",NA,"POSE",47,"Graminoid","Perennial","N",NA,"N",NA,"POSE",36,36,47,NA
"4025","Burley FO 2016","BigWD-024","3",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4026","Burley FO 2016","BigWD-024","3",12,"",NA,"",NA,NA,NA,"ARTRT",76,"N",NA,"N",NA,NA,NA,NA
"4027","Burley FO 2016","BigWD-024","3",13,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4028","Burley FO 2016","BigWD-024","3",14,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4029","Burley FO 2016","BigWD-024","3",15,"ARTRT",32,"POSE",38,"Graminoid","Perennial","ARTRT",74,"N",NA,"N",NA,NA,38,NA
"4030","Burley FO 2016","BigWD-024","3",16,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4031","Burley FO 2016","BigWD-024","3",17,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",37,37,NA,NA
"4032","Burley FO 2016","BigWD-024","3",18,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4033","Burley FO 2016","BigWD-024","3",19,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4034","Burley FO 2016","BigWD-024","3",2,"",NA,"",NA,NA,NA,"ARTRT",152,"N",NA,"ELEL5",39,39,NA,NA
"4035","Burley FO 2016","BigWD-024","3",20,"ARTRW8",25,"POSE",30,"Graminoid","Perennial","ARTRT",112,"N",NA,"N",NA,NA,30,NA
"4036","Burley FO 2016","BigWD-024","3",21,"",NA,"",NA,NA,NA,"ARTRT",131,"N",NA,"N",NA,NA,NA,NA
"4037","Burley FO 2016","BigWD-024","3",22,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4038","Burley FO 2016","BigWD-024","3",23,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"ELEL5",25,25,NA,NA
"4039","Burley FO 2016","BigWD-024","3",24,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4040","Burley FO 2016","BigWD-024","3",25,"",NA,"POSE",36,"Graminoid","Perennial","N",NA,"N",NA,"POSE",37,37,36,NA
"4041","Burley FO 2016","BigWD-024","3",3,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"POSE",45,45,NA,NA
"4042","Burley FO 2016","BigWD-024","3",4,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4043","Burley FO 2016","BigWD-024","3",5,"ARTRT",62,"POSE",36,"Graminoid","Perennial","ARTRT",82,"N",NA,"N",NA,NA,36,NA
"4044","Burley FO 2016","BigWD-024","3",6,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4045","Burley FO 2016","BigWD-024","3",7,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4046","Burley FO 2016","BigWD-024","3",8,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
"4047","Burley FO 2016","BigWD-024","3",9,"",NA,"",NA,NA,NA,"ARTRT",114,"N",NA,"N",NA,NA,NA,NA
"4048","Burley FO 2016","BigWD-025","1",10,"ERNA10",64,"POSE",25,"Graminoid","Perennial","N",NA,"N",NA,"POSE",15,15,25,NA
"4049","Burley FO 2016","BigWD-025","1",11,"",NA,"",NA,NA,NA,"N",NA,"N",NA,"N",NA,NA,NA,NA
